Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB,Death Sequence,Ults Blue,Ults Red,Teamcomp Blue,Teamcomp Red
Junkertown,Defense, SEO, GLA,2:00,32,1,8,2,2,R,ZenyattaD.VaZenyattaGenjiWinstonTracerMercyZenyattaD.Va,MercyTracer,LucioGenji,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerLucioZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,0:33,14,1,6,0,0,R,MercyRoadhogMeiGenjiJunkratOrisaWidowmaker,,,JunkratMeiWidowmakerMercyOrisaRoadhog,GenjiTracerLucioZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,1:35,18,1,5,1,3,R,ZenyattaTracerWidowmakerJunkratMercyRoadhog,Widowmaker,MercyTracerGenji,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,0:47,16,5,1,0,0,B,TracerGenjiWinstonWidowmakerZenyattaMercy,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,0:59,19,6,1,1,0,B,ZenyattaWinstonGenjiLucioTracerD.VaWidowmaker,Widowmaker,,JunkratWidowmakerMercyZenyattaD.VaWinston,GenjiTracerLucioZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,0:37,0,1,0,0,0,B,Zenyatta,,,JunkratWidowmakerMercyZenyattaD.VaWinston,GenjiTracerLucioZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,0:08,0,1,0,0,0,B,Zenyatta,,,JunkratWidowmakerMercyZenyattaD.VaWinston,GenjiTracerLucioZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SEO, GLA,1:01,39,8,1,3,1,B,GenjiWinstonD.VaWinstonTracerMeiZenyattaWinstonJunkrat,WidowmakerMercyTracer,Junkrat,WidowmakerTracerMercyZenyattaD.VaWinston,JunkratGenjiMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SEO, GLA,0:28,29,4,2,0,1,B,WinstonD.VaTracerZenyattaMercySoldier: 76,,Soldier: 76,WidowmakerTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76MercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, SEO, GLA,7:36,78,6,15,5,5,B,AnaRoadhogWinstonTracerD.VaZenyattaWinstonMercyReaperD.VaTracerMeiReaperD.VaD.VaDoomfistLucioAnaSoldier: 76Soldier: 76Winston,TracerMercyWinstonReaperTracer,Soldier: 76WinstonAnaMercySoldier: 76,ReaperTracerMercyZenyattaD.VaWinston,Soldier: 76AnaMercyD.VaRoadhogWinston
Horizon Lunar Colony,Defense, SEO, GLA,6:20,44,6,3,5,4,R,ReaperRoadhogD.VaTracerMercyRoadhogZenyattaWinstonAna,ReaperTracerZenyattaMercyWinston,MercySoldier: 76AnaRoadhog,ReaperTracerMercyZenyattaD.VaWinston,Soldier: 76AnaMercyD.VaRoadhogWinston
Horizon Lunar Colony,Defense, SEO, GLA,5:32,1,1,1,0,0,B,MercyTracer,,,ReaperTracerMercyZenyattaD.VaWinston,Soldier: 76AnaMercyD.VaRoadhogWinston
Horizon Lunar Colony,Defense, SEO, GLA,3:32,4,5,0,1,0,B,ReinhardtLucioMoiraZaryaRoadhog,Reaper,,ReaperTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, SEO, GLA,4:21,30,6,2,3,5,B,RoadhogReaperReinhardtD.VaWinstonZaryaMoiraLucio,WinstonTracerMercy,RoadhogMoiraLucioReinhardtZarya,ReaperTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, SEO, GLA,1:29,29,0,5,0,0,R,OrisaWidowmakerD.VaZenyattaMercy,,,WidowmakerTracerMercyZenyattaD.VaOrisa,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, SEO, GLA,2:20,29,5,2,2,2,B,ZaryaReaperReinhardtZenyattaLucioMoiraRoadhog,TracerMercy,MoiraLucio,ReaperTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, SEO, GLA,0:29,12,5,2,1,0,B,MoiraOrisaMercyLucioZaryaD.VaReinhardt,Tracer,,WidowmakerTracerMercyZenyattaD.VaOrisa,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Attack, SEO, GLA,3:21,38,6,3,2,1,R,MoiraTracerMercyZenyattaWinstonTracerD.VaGenjiWinston,SombraTracer,Winston,SombraTracerLucioMoiraD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SEO, GLA,2:59,2,0,1,0,1,R,Lucio,,Tracer,SombraTracerLucioMoiraD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SEO, GLA,2:12,20,1,3,0,1,R,LucioTracerGenjiMoira,,Winston,SombraTracerLucioMoiraD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SEO, GLA,1:12,30,3,6,1,1,R,LucioMercyTracerZenyattaSombraGenjiWinstonMoiraD.Va,Sombra,Tracer,SombraTracerLucioMoiraD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SEO, GLA,0:55,0,0,1,0,0,R,Moira,,,SombraTracerLucioMoiraD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SEO, GLA,0:39,0,0,1,0,0,R,Winston,,,SombraTracerLucioMoiraD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SEO, GLA,3:15,44,8,2,4,4,B,TracerWinstonWinstonZenyattaWidowmakerWidowmakerMercyTracerD.VaWinston,WinstonZenyattaWidowmakerMercy,WidowmakerZenyattaWinstonTracer,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SEO, GLA,1:58,34,2,6,0,1,R,ZenyattaTracerWinstonZenyattaD.VaZenyattaTracerWidowmaker,,Mercy,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SEO, GLA,1:15,33,3,1,3,2,B,WidowmakerMercyD.VaZenyatta,WidowmakerWinstonZenyatta,TracerZenyatta,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SEO, GLA,0:57,9,1,1,0,0,B,WidowmakerMercy,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SEO, GLA,0:26,14,3,0,0,0,B,MercyWinstonD.Va,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, SEO, GLA,4:20,40,6,3,2,2,R,TracerLucioD.VaMercyPharahWinstonD.VaLucioTracer,WinstonPharah,TracerTracer,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, SEO, GLA,4:09,0,1,0,0,0,B,Pharah,,,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, SEO, GLA,3:30,21,6,2,1,1,B,MercyMercyD.VaPharahLucioTracerD.VaWinston,Pharah,Winston,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, SEO, GLA,2:03,12,1,1,1,0,B,MercyLucio,Mercy,,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, SEO, GLA,2:18,30,0,6,2,3,R,PharahLucioMercyWinstonTracerD.Va,WinstonLucio,LucioWinstonTracer,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, SEO, GLA,1:12,29,6,2,2,2,B,TracerWinstonWinstonD.VaLucioWinstonMercyMercy,TracerPharah,TracerMercy,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, SEO, GLA,0:20,30,3,7,0,0,B,WinstonTracerLucioD.VaMercyTracerWinstonD.VaMercyPharah,,,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Numbani,Attack, SEO, GLA,5:00,48,10,5,5,4,B,WinstonDoomfistJunkratWinstonMccreeDoomfistMccreeJunkratZenyattaMercyD.VaWinstonTracerDoomfistZenyatta,MccreeMercyJunkratZenyattaWinston,ZenyattaWinstonMercyDoomfist,JunkratMccreeMercyZenyattaD.VaWinston,DoomfistMccreeMercyZenyattaD.VaWinston
Numbani,Attack, SEO, GLA,4:39,7,4,0,0,0,B,DoomfistZenyattaWinstonD.Va,,,JunkratMccreeMercyZenyattaD.VaWinston,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, SEO, GLA,3:49,20,1,5,3,3,R,LucioGenjiMccreeZenyattaMercyD.Va,LucioGenjiWinston,MercySoldier: 76Doomfist,GenjiMccreeLucioMercyD.VaWinston,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, SEO, GLA,3:19,10,0,2,0,0,R,MccreeD.Va,,,GenjiMccreeLucioMercyD.VaWinston,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, SEO, GLA,2:10,4,2,0,0,0,B,DoomfistWinston,,,GenjiPharahLucioMercyD.VaWinston,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, SEO, GLA,2:33,8,0,2,0,0,R,PharahMercy,,,GenjiPharahLucioMercyD.VaWinston,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, SEO, GLA,1:19,34,7,3,4,0,B,Soldier: 76DoomfistGenjiGenjiMercyZenyattaDoomfistWinstonD.VaMercy,GenjiMercyPharahWinston,,GenjiPharahLucioMercyD.VaWinston,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, SEO, GLA,0:26,24,6,1,0,0,R,DoomfistMercyWinstonDoomfistSoldier: 76AnaD.Va,,,DoomfistGenjiPharahMercyD.VaWinston,DoomfistSoldier: 76AnaMercyD.VaWinston
Numbani,Attack, SEO, GLA,6:02,14,6,1,2,1,R,WinstonDoomfistWinstonD.VaTracerMercyZenyatta,TracerMercy,Tracer,Soldier: 76TracerMercyZenyattaD.VaWinston,DoomfistTracerMercyZenyattaD.VaWinston
Numbani,Defense, SEO, GLA,0:50,18,7,2,0,0,B,WinstonSoldier: 76WinstonGenjiZenyattaD.VaMercyWidowmakerSoldier: 76,,,JunkratWidowmakerAnaMercyD.VaWinston,GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, SEO, GLA,1:40,4,1,1,1,1,B,GenjiAna,Mercy,Genji,JunkratWidowmakerAnaMercyD.VaWinston,GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, SEO, GLA,1:51,29,5,0,4,2,B,MercyD.VaSoldier: 76GenjiWinston,WidowmakerJunkratAnaWinston,MercyZenyatta,JunkratWidowmakerAnaMercyD.VaWinston,GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, SEO, GLA,2:59,22,6,3,2,2,B,Soldier: 76JunkratMercyD.VaD.VaJunkratZenyattaWinstonSoldier: 76,AnaMercy,Soldier: 76Winston,JunkratWidowmakerAnaMercyD.VaWinston,GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, SEO, GLA,3:41,29,6,1,3,2,B,TracerMercyGenjiWinstonD.VaJunkratZenyatta,WidowmakerJunkratWinston,GenjiZenyatta,JunkratWidowmakerAnaMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
